match_id,id,subtype,event_incident_typefk,elapsed,elapsed_plus,del,homepos,awaypos,injury_time,goal_type,card_type
1229199,2456183,"possession",352,90,,,"52","48",,,
1229200,2458066,"possession",352,24,,,"36","64",,,
1229200,2458220,"possession",352,45,"1",,"49","51",,,
1229200,2458534,"possession",352,71,,,"55","45",,,
1229201,2455001,"possession",352,21,,,"42","58",,,
1229201,2455407,"possession",352,45,"4",,"52","48",,,
1229201,2455874,"possession",352,69,,,"55","45",,,
1229201,2456254,"possession",352,90,"3",,"54","46",,,
1229202,2455024,"possession",352,24,,,"46","54",,,
1229202,2455352,"possession",352,45,"1",,"46","54",,,
1229202,2455737,"possession",352,66,,,"49","51",,,
1229202,2456166,"possession",352,90,"1",,"50","50",,,
1229204,2455004,"possession",352,22,,,"60","40",,,
1229204,2455333,"possession",352,44,,,"53","47",,,
1229204,2455817,"possession",352,67,,,"49","51",,,
1229204,2456212,"possession",352,90,"1",,"49","51",,,
1229205,2461835,"possession",352,23,,,"41","59",,,
1229205,2461887,"possession",352,44,,,"52","48",,,
1229205,2461957,"possession",352,66,,,"52","48",,,
1229205,2462009,"possession",352,89,,,"49","51",,,
1229206,2456655,"possession",352,22,,,"50","50",,,
1229206,2456779,"possession",352,45,,,"48","52",,,
1229206,2456969,"possession",352,67,,,"41","59",,,
1229206,2457069,"possession",352,90,,,"42","58",,,
1229208,2473253,"possession",352,27,,,"45","55",,,
1229208,2474119,"possession",352,70,,,"47","53",,,
1229208,2474502,"possession",352,90,"3",,"60","40",,,
1229209,2474821,"possession",352,19,,,"30","70",,,
1229209,2474909,"possession",352,42,,,"30","70",,,
1229209,2475068,"possession",352,66,,,"36","64",,,
1229209,2475177,"possession",352,90,"5",,"34","66",,,
1229210,2477013,"possession",352,24,,,"33","67",,,
1229210,2477215,"possession",352,45,,,"44","56",,,
1229210,2477449,"possession",352,66,,,"46","54",,,
1229210,2477602,"possession",352,89,,,"47","53",,,
1229211,2473238,"possession",352,25,,,"68","32",,,
1229211,2473557,"possession",352,45,,,"65","35",,,
1229211,2474077,"possession",352,68,,,"61","39",,,
1229211,2474392,"possession",352,88,,,"56","44",,,
1229212,2476089,"possession",352,23,,,"55","45",,,
1229212,2476218,"possession",352,45,"2",,"50","50",,,
1229212,2476397,"possession",352,67,,,"53","47",,,
1229212,2476550,"possession",352,90,"1",,"55","45",,,
1229213,2476586,"possession",352,23,,,"48","52",,,
1229213,2476724,"possession",352,45,"1",,"50","50",,,
1229213,2477041,"possession",352,67,,,"55","45",,,
1229213,2477274,"possession",352,90,,,"52","48",,,
1229214,2473217,"possession",352,22,,,"52","48",,,
1229214,2473614,"possession",352,45,"1",,"58","42",,,
1229214,2474159,"possession",352,71,,,"57","43",,,
1229214,2474529,"possession",352,90,"3",,"56","44",,,
1229215,2473204,"possession",352,22,,,"42","58",,,
1229215,2473503,"possession",352,41,,,"45","55",,,
1229215,2474123,"possession",352,70,,,"47","53",,,
1229216,2473206,"possession",352,23,,,"43","57",,,
1229216,2473555,"possession",352,45,,,"52","48",,,
1229216,2473946,"possession",352,62,,,"39","61",,,
1229216,2474413,"possession",352,89,,,"49","51",,,
1229217,2473222,"possession",352,21,,,"43","57",,,
1229217,2473525,"possession",352,40,,,"46","54",,,
1229217,2474164,"possession",352,66,,,"54","46",,,
1229217,2474445,"possession",352,88,,,"55","45",,,
1229218,2484017,"possession",352,25,,,"48","52",,,
1229218,2484082,"possession",352,45,"2",,"58","42",,,
1229218,2484150,"possession",352,66,,,"61","39",,,
1229218,2484155,"possession",352,68,,,"59","41",,,
1229218,2484215,"possession",352,90,,,"54","46",,,
1229219,2487164,"possession",352,22,,,"54","46",,,
1229219,2487316,"possession",352,45,"1",,"49","51",,,
1229219,2487567,"possession",352,65,,,"47","53",,,
1229219,2487797,"possession",352,90,,,"46","54",,,
1229220,2484645,"possession",352,25,,,"57","43",,,
1229220,2484787,"possession",352,45,"1",,"53","47",,,
1229220,2485547,"possession",352,90,"2",,"56","44",,,
1229221,2484511,"possession",352,22,,,"59","41",,,
1229221,2484783,"possession",352,45,"1",,"62","38",,,
1229221,2485171,"possession",352,68,,,"57","43",,,
1229221,2485481,"possession",352,90,"1",,"60","40",,,
1229222,2484613,"possession",352,32,,,"56","44",,,
1229222,2484768,"possession",352,45,"1",,"54","46",,,
1229222,2485181,"possession",352,69,,,"53","47",,,
1229222,2485223,"possession",352,72,,,"50","50",,,
1229222,2485462,"possession",352,90,,,"52","48",,,
1229223,2485769,"possession",352,18,,,"37","63",,,
1229223,2485811,"possession",352,28,,,"47","53",,,
1229223,2485818,"possession",352,32,,,"47","53",,,
1229223,2485820,"possession",352,36,,,"48","52",,,
1229223,2485889,"possession",352,47,,,"49","51",,,
1229223,2485929,"possession",352,60,,,"51","49",,,
1229223,2485941,"possession",352,65,,,"53","47",,,
1229223,2486014,"possession",352,85,,,"50","50",,,
1229224,2484524,"possession",352,23,,,"47","53",,,
1229224,2484762,"possession",352,45,,,"58","42",,,
1229224,2485191,"possession",352,68,,,"49","51",,,
1229226,2484435,"possession",352,16,,,"55","45",,,
1229226,2484938,"possession",352,50,,,"42","58",,,
1229226,2485146,"possession",352,65,,,"41","59",,,
1229226,2485308,"possession",352,76,,,"43","57",,,
1229226,2485427,"possession",352,84,,,"42","58",,,
1229227,2484510,"possession",352,22,,,"48","52",,,
1229227,2484779,"possession",352,45,"1",,"53","47",,,
1229227,2485137,"possession",352,66,,,"51","49",,,
1229227,2485461,"possession",352,89,,,"48","52",,,
1229228,2489105,"possession",352,27,,,"55","45",,,
1229228,2489145,"possession",352,45,"1",,"51","49",,,
1229228,2489236,"possession",352,70,,,"54","46",,,
1229228,2489289,"possession",352,90,"1",,"54","46",,,
1229229,2496944,"possession",352,23,,,"42","58",,,
1229229,2497014,"possession",352,45,"1",,"45","55",,,
1229229,2497127,"possession",352,67,,,"51","49",,,
1229229,2497201,"possession",352,90,"1",,"55","45",,,
1229230,2498237,"possession",352,22,,,"38","62",,,
1229230,2498462,"possession",352,45,"1",,"45","55",,,
1229230,2498684,"possession",352,67,,,"42","58",,,
1229230,2498887,"possession",352,89,,,"45","55",,,
1229231,2495787,"possession",352,21,,,"66","34",,,
1229231,2496015,"possession",352,45,,,"56","44",,,
1229231,2496401,"possession",352,71,,,"53","47",,,
1229231,2496644,"possession",352,90,"3",,"50","50",,,
1229232,2495834,"possession",352,20,,,"58","42",,,
1229232,2496040,"possession",352,44,,,"61","39",,,
1229232,2496361,"possession",352,65,,,"58","42",,,
1229232,2496640,"possession",352,90,,,"60","40",,,
1229233,2497908,"possession",352,21,,,"48","52",,,
1229233,2497947,"possession",352,31,,,"53","47",,,
1229233,2498010,"possession",352,45,,,"56","44",,,
1229233,2498250,"possession",352,69,,,"50","50",,,
1229233,2498461,"possession",352,90,"1",,"50","50",,,
1229234,2495805,"possession",352,23,,,"49","51",,,
1229234,2496011,"possession",352,45,,,"52","48",,,
1229234,2496370,"possession",352,68,,,"49","51",,,
1229234,2496627,"possession",352,90,"1",,"50","50",,,
1229235,2495412,"possession",352,22,,,"52","48",,,
1229235,2495456,"possession",352,42,,,"55","45",,,
1229235,2495520,"possession",352,67,,,"51","49",,,
1229235,2495595,"possession",352,90,"4",,"50","50",,,
1229236,2497543,"possession",352,22,,,"57","43",,,
1229236,2497613,"possession",352,43,,,"50","50",,,
1229236,2497770,"possession",352,67,,,"47","53",,,
1229236,2497877,"possession",352,89,,,"50","50",,,
1229237,2498239,"possession",352,24,,,"61","39",,,
1229237,2498420,"possession",352,44,,,"58","42",,,
1229237,2498709,"possession",352,69,,,"64","36",,,
1229237,2498897,"possession",352,89,,,"61","39",,,
1229238,2495832,"possession",352,23,,,"48","52",,,
1229238,2496061,"possession",352,45,,,"49","51",,,
1229238,2496357,"possession",352,67,,,"59","41",,,
1229238,2496662,"possession",352,90,,,"58","42",,,
1229239,2500240,"possession",352,22,,,"60","40",,,
1229239,2500365,"possession",352,45,,,"49","51",,,
1229239,2500553,"possession",352,70,,,"54","46",,,
1229240,2501686,"possession",352,21,,,"56","44",,,
1229240,2501921,"possession",352,34,,,"63","37",,,
1229240,2501997,"possession",352,44,,,"58","42",,,
1229240,2502721,"possession",352,69,,,"57","43",,,
1229240,2503024,"possession",352,90,,,"52","48",,,
1229241,2501416,"possession",352,22,,,"50","50",,,
1229241,2501887,"possession",352,45,"1",,"52","48",,,
1229241,2502406,"possession",352,68,,,"48","52",,,
1229241,2502899,"possession",352,90,"3",,"50","50",,,
1229242,2501219,"possession",352,11,,,"49","51",,,
1229242,2501476,"possession",352,24,,,"38","62",,,
1229242,2501614,"possession",352,32,,,"47","53",,,
1229242,2501916,"possession",352,45,"3",,"51","49",,,
1229242,2502519,"possession",352,71,,,"52","48",,,
1229242,2502959,"possession",352,90,"4",,"53","47",,,
1229243,2500124,"possession",352,16,,,"50","50",,,
1229243,2500187,"possession",352,26,,,"48","52",,,
1229243,2500285,"possession",352,43,,,"51","49",,,
1229243,2500452,"possession",352,65,,,"47","53",,,
1229243,2500592,"possession",352,90,,,"49","51",,,
1229244,2501490,"possession",352,25,,,"72","28",,,
1229244,2501861,"possession",352,45,,,"71","29",,,
1229244,2502396,"possession",352,67,,,"66","34",,,
1229244,2502875,"possession",352,90,"1",,"64","36",,,
1229245,2501433,"possession",352,22,,,"56","44",,,
1229245,2501769,"possession",352,40,,,"53","47",,,
1229245,2502480,"possession",352,70,,,"52","48",,,
1229245,2502790,"possession",352,86,,,"47","53",,,
1229246,2501724,"possession",352,23,,,"37","63",,,
1229246,2502002,"possession",352,44,,,"50","50",,,
1229246,2502688,"possession",352,66,,,"44","56",,,
1229246,2503017,"possession",352,89,,,"46","54",,,
1229247,2501646,"possession",352,33,,,"61","39",,,
1229247,2502057,"possession",352,49,,,"54","46",,,
1229247,2502151,"possession",352,54,,,"53","47",,,
1229247,2502222,"possession",352,60,,,"53","47",,,
1229247,2502430,"possession",352,70,,,"58","42",,,
1229249,2501458,"possession",352,23,,,"41","59",,,
1229249,2501855,"possession",352,45,,,"44","56",,,
1229249,2502405,"possession",352,67,,,"47","53",,,
1229249,2502883,"possession",352,90,"1",,"53","47",,,
1229250,2504349,"possession",352,22,,,"61","39",,,
1229250,2504658,"possession",352,45,,,"53","47",,,
1229250,2504998,"possession",352,66,,,"51","49",,,
1229250,2505365,"possession",352,90,"1",,"51","49",,,
1229251,2504430,"possession",352,28,,,"49","51",,,
1229251,2504490,"possession",352,32,,,"43","57",,,
1229251,2504664,"possession",352,45,"1",,"42","58",,,
1229251,2504802,"possession",352,51,,,"44","56",,,
1229251,2505225,"possession",352,77,,,"44","56",,,
1229251,2505364,"possession",352,87,,,"48","52",,,
1229253,2504400,"possession",352,25,,,"65","35",,,
1229253,2504666,"possession",352,45,"1",,"69","31",,,
1229253,2505125,"possession",352,70,,,"64","36",,,
1229253,2505451,"possession",352,90,"3",,"67","33",,,
1229254,2504350,"possession",352,22,,,"53","47",,,
1229254,2504629,"possession",352,45,,,"59","41",,,
1229254,2505041,"possession",352,66,,,"57","43",,,
1229254,2505420,"possession",352,90,"2",,"56","44",,,
1229255,2507977,"possession",352,26,,,"51","49",,,
1229255,2508018,"possession",352,45,"1",,"60","40",,,
1229255,2508074,"possession",352,68,,,"53","47",,,
1229255,2508109,"possession",352,90,"1",,"54","46",,,
1229256,2506696,"possession",352,23,,,"75","25",,,
1229256,2506785,"possession",352,45,"1",,"58","42",,,
1229256,2506934,"possession",352,66,,,"51","49",,,
1229256,2507130,"possession",352,90,"1",,"51","49",,,
1229257,2504384,"possession",352,23,,,"65","35",,,
1229257,2504631,"possession",352,44,,,"52","48",,,
1229257,2505232,"possession",352,72,,,"52","48",,,
1229257,2505474,"possession",352,90,"3",,"50","50",,,
1229258,2505701,"possession",352,21,,,"40","60",,,
1229258,2505785,"possession",352,44,,,"51","49",,,
1229258,2505949,"possession",352,70,,,"47","53",,,
1229259,2504341,"possession",352,21,,,"50","50",,,
1229259,2504608,"possession",352,43,,,"53","47",,,
1229259,2505056,"possession",352,67,,,"56","44",,,
1229259,2505320,"possession",352,86,,,"53","47",,,
1229260,2503900,"possession",352,24,,,"44","56",,,
1229260,2503939,"possession",352,45,"2",,"48","52",,,
1229260,2503993,"possession",352,68,,,"51","49",,,
1229260,2504062,"possession",352,90,"2",,"45","55",,,
1229261,2513161,"possession",352,22,,,"59","41",,,
1229261,2513479,"possession",352,43,,,"55","45",,,
1229261,2513935,"possession",352,67,,,"56","44",,,
1229261,2514291,"possession",352,90,,,"52","48",,,
1229262,2512996,"possession",352,11,,,"69","31",,,
1229262,2513376,"possession",352,37,,,"67","33",,,
1229262,2513809,"possession",352,61,,,"66","34",,,
1229262,2514136,"possession",352,81,,,"61","39",,,
1229264,2515574,"possession",352,25,,,"57","43",,,
1229264,2515676,"possession",352,44,,,"48","52",,,
1229264,2515848,"possession",352,67,,,"50","50",,,
1229264,2515961,"possession",352,90,"1",,"45","55",,,
1229265,2516867,"possession",352,16,,,"48","52",,,
1229265,2516956,"possession",352,45,,,"58","42",,,
1229265,2517019,"possession",352,64,,,"52","48",,,
1229265,2517063,"possession",352,76,,,"51","49",,,
1229265,2517116,"possession",352,90,"1",,"49","51",,,
1229267,2514979,"possession",352,21,,,"76","24",,,
1229267,2515007,"possession",352,28,,,"62","38",,,
1229267,2515345,"possession",352,61,,,"53","47",,,
1229267,2515518,"possession",352,90,"2",,"53","47",,,
1229268,2513182,"possession",352,23,,,"56","44",,,
1229268,2513300,"possession",352,32,,,"53","47",,,
1229268,2513549,"possession",352,45,"3",,"50","50",,,
1229268,2513849,"possession",352,62,,,"58","42",,,
1229268,2513960,"possession",352,68,,,"50","50",,,
1229268,2514281,"possession",352,90,,,"53","47",,,
1229269,2513205,"possession",352,24,,,"29","71",,,
1229269,2513488,"possession",352,43,,,"42","58",,,
1229269,2514010,"possession",352,71,,,"44","56",,,
1229269,2514269,"possession",352,88,,,"44","56",,,
1229270,2513211,"possession",352,25,,,"58","42",,,
1229270,2513509,"possession",352,45,,,"56","44",,,
1229270,2514115,"possession",352,68,,,"59","41",,,
1229270,2516610,"possession",352,90,,,"54","46",,,
1229271,2515845,"possession",352,25,,,"58","42",,,
1229271,2515946,"possession",352,45,"1",,"50","50",,,
1229271,2516090,"possession",352,66,,,"55","45",,,
1229271,2516208,"possession",352,90,,,"50","50",,,
1229272,2513260,"possession",352,28,,,"39","61",,,
1229272,2513467,"possession",352,42,,,"41","59",,,
1229272,2513928,"possession",352,66,,,"55","45",,,
1229272,2514282,"possession",352,89,,,"56","44",,,
1229273,2557171,"possession",352,16,,,"55","45",,,
1229273,2557269,"possession",352,45,,,"50","50",,,
1229273,2557292,"possession",352,57,,,"57","43",,,
1229273,2557361,"possession",352,85,,,"54","46",,,
1229274,2518954,"possession",352,26,,,"58","42",,,
1229274,2519174,"possession",352,45,"2",,"59","41",,,
1229274,2519532,"possession",352,73,,,"58","42",,,
1229274,2519747,"possession",352,90,"1",,"58","42",,,
1229275,2518897,"possession",352,21,,,"53","47",,,
1229275,2519114,"possession",352,41,,,"57","43",,,
1229275,2519442,"possession",352,65,,,"58","42",,,
1229275,2519706,"possession",352,89,,,"56","44",,,
1229276,2518441,"possession",352,22,,,"44","56",,,
1229276,2518511,"possession",352,45,"1",,"43","57",,,
1229276,2518580,"possession",352,65,,,"52","48",,,
1229276,2518654,"possession",352,90,,,"54","46",,,
1229278,2518974,"possession",352,24,,,"50","50",,,
1229278,2519182,"possession",352,45,"3",,"46","54",,,
1229278,2519508,"possession",352,69,,,"46","54",,,
1229279,2518922,"possession",352,23,,,"47","53",,,
1229279,2519136,"possession",352,43,,,"49","51",,,
1229279,2519483,"possession",352,68,,,"46","54",,,
1229279,2519710,"possession",352,89,,,"45","55",,,
1229280,2521416,"possession",352,16,,,"33","67",,,
1229280,2521474,"possession",352,36,,,"29","71",,,
1229280,2521552,"possession",352,68,,,"40","60",,,
1229280,2521587,"possession",352,87,,,"31","69",,,
1229281,2518908,"possession",352,22,,,"44","56",,,
1229281,2519176,"possession",352,45,"2",,"51","49",,,
1229281,2519490,"possession",352,68,,,"54","46",,,
1229281,2519791,"possession",352,90,,,"48","52",,,
1229282,2520490,"possession",352,16,,,"40","60",,,
1229282,2520565,"possession",352,45,,,"60","40",,,
1229282,2520655,"possession",352,65,,,"56","44",,,
1229282,2520702,"possession",352,80,,,"59","41",,,
1229282,2520724,"possession",352,90,,,"61","39",,,
1229283,2520875,"possession",352,22,,,"66","34",,,
1229283,2520916,"possession",352,43,,,"53","47",,,
1229283,2521002,"possession",352,71,,,"54","46",,,
1229283,2521045,"possession",352,89,,,"56","44",,,
1229284,2524905,"possession",352,16,,,"53","47",,,
1229284,2524958,"possession",352,42,,,"59","41",,,
1229284,2525054,"possession",352,63,,,"65","35",,,
1229284,2525136,"possession",352,86,,,"58","42",,,
1229285,2524199,"possession",352,35,,,"63","37",,,
1229285,2524241,"possession",352,45,"1",,"60","40",,,
1229285,2524371,"possession",352,66,,,"60","40",,,
1229285,2524456,"possession",352,90,"3",,"60","40",,,
1229286,2522980,"possession",352,23,,,"52","48",,,
1229286,2523296,"possession",352,45,,,"52","48",,,
1229286,2523663,"possession",352,68,,,"64","36",,,
1229286,2524042,"possession",352,90,"5",,"62","38",,,
1229287,2522955,"possession",352,22,,,"53","47",,,
1229287,2523289,"possession",352,45,,,"55","45",,,
1229287,2523634,"possession",352,67,,,"56","44",,,
1229287,2524020,"possession",352,90,"4",,"57","43",,,
1229288,2522953,"possession",352,22,,,"64","36",,,
1229288,2523317,"possession",352,45,,,"55","45",,,
1229288,2523606,"possession",352,66,,,"54","46",,,
1229288,2523994,"possession",352,90,"3",,"52","48",,,
1229289,2524668,"possession",352,21,,,"48","52",,,
1229289,2524719,"possession",352,41,,,"51","49",,,
1229289,2524784,"possession",352,63,,,"47","53",,,
1229289,2524857,"possession",352,89,,,"40","60",,,
1229290,2522865,"possession",352,18,,,"54","46",,,
1229290,2523251,"possession",352,44,,,"53","47",,,
1229290,2523699,"possession",352,72,,,"64","36",,,
1229290,2523920,"possession",352,89,,,"57","43",,,
1229291,2522924,"possession",352,21,,,"45","55",,,
1229291,2523228,"possession",352,42,,,"49","51",,,
1229291,2523754,"possession",352,65,,,"50","50",,,
1229291,2523845,"possession",352,83,,,"74","26",,,
1229292,2522940,"possession",352,22,,,"39","61",,,
1229292,2523244,"possession",352,43,,,"38","62",,,
1229292,2523632,"possession",352,68,,,"38","62",,,
1229292,2523901,"possession",352,88,,,"38","62",,,
1229294,2522406,"possession",352,24,,,"51","49",,,
1229294,2522459,"possession",352,45,,,"51","49",,,
1229294,2522518,"possession",352,67,,,"51","49",,,
1229294,2522578,"possession",352,88,,,"51","49",,,
1229295,2566376,"possession",352,21,,,"59","41",,,
1229295,2566472,"possession",352,39,,,"63","37",,,
1229295,2566640,"possession",352,69,,,"56","44",,,
1229295,2566736,"possession",352,90,"11",,"63","37",,,
1229297,2526801,"possession",352,25,,,"23","77",,,
1229297,2526906,"possession",352,69,,,"38","62",,,
1229297,2526932,"possession",352,90,,,"38","62",,,
1229298,2525591,"possession",352,25,,,"50","50",,,
1229298,2525848,"possession",352,44,,,"56","44",,,
1229298,2526364,"possession",352,75,,,"57","43",,,
1229298,2526660,"possession",352,90,"4",,"56","44",,,
1229299,2525557,"possession",352,23,,,"47","53",,,
1229299,2525858,"possession",352,45,,,"45","55",,,
1229299,2526202,"possession",352,66,,,"50","50",,,
1229299,2526573,"possession",352,90,,,"50","50",,,
1229300,2525457,"possession",352,16,,,"57","43",,,
1229300,2525837,"possession",352,44,,,"56","44",,,
1229300,2526269,"possession",352,69,,,"53","47",,,
1229301,2525552,"possession",352,23,,,"48","52",,,
1229301,2525846,"possession",352,44,,,"39","61",,,
1229301,2526192,"possession",352,67,,,"40","60",,,
1229301,2526560,"possession",352,90,,,"40","60",,,
1229302,2525719,"possession",352,24,,,"55","45",,,
1229302,2525921,"possession",352,45,"1",,"56","44",,,
1229302,2526428,"possession",352,68,,,"45","55",,,
1229302,2526701,"possession",352,87,,,"54","46",,,
1229303,2525538,"possession",352,22,,,"16","84",,,
1229303,2525889,"possession",352,45,,,"18","82",,,
1229303,2526122,"possession",352,62,,,"24","76",,,
1229303,2526589,"possession",352,90,"1",,"27","73",,,
1229304,2526989,"possession",352,22,,,"49","51",,,
1229304,2527047,"possession",352,45,"1",,"49","51",,,
1229304,2527104,"possession",352,64,,,"47","53",,,
1229304,2527167,"possession",352,90,,,"47","53",,,
1229305,2525573,"possession",352,24,,,"28","72",,,
1229305,2525836,"possession",352,43,,,"39","61",,,
1229305,2526237,"possession",352,68,,,"37","63",,,
1229305,2526597,"possession",352,90,,,"33","67",,,
1228290,2303947,"possession",352,23,,,"54","46",,,
1228290,2304193,"possession",352,45,,,"50","50",,,
1228290,2304576,"possession",352,68,,,"46","54",,,
1228290,2304905,"possession",352,90,"2",,"50","50",,,
1228291,2305161,"possession",352,29,,,"55","45",,,
1228291,2305267,"possession",352,65,,,"54","46",,,
1228292,2306926,"possession",352,20,,,"37","63",,,
1228292,2307031,"possession",352,44,,,"51","49",,,
1228292,2307178,"possession",352,68,,,"48","52",,,
1228292,2307267,"possession",352,86,,,"49","51",,,
1228293,2303896,"possession",352,20,,,"81","19",,,
1228293,2304162,"possession",352,45,,,"70","30",,,
1228293,2304551,"possession",352,65,,,"67","33",,,
1228293,2304848,"possession",352,87,,,"61","39",,,
1228294,2303925,"possession",352,23,,,"61","39",,,
1228294,2304169,"possession",352,45,"1",,"55","45",,,
1228294,2304569,"possession",352,70,,,"50","50",,,
1228295,2303960,"possession",352,24,,,"57","43",,,
1228295,2304165,"possession",352,44,,,"51","49",,,
1228295,2304554,"possession",352,67,,,"51","49",,,
1228295,2304842,"possession",352,88,,,"47","53",,,
1228296,2306345,"possession",352,20,,,"31","69",,,
1228296,2306460,"possession",352,44,,,"28","72",,,
1228296,2306622,"possession",352,65,,,"46","54",,,
1228296,2306729,"possession",352,88,,,"33","67",,,
1228297,2517415,"possession",352,16,,,"63","37",,,
1228297,2517462,"possession",352,41,,,"55","45",,,
1228297,2517537,"possession",352,67,,,"55","45",,,
1228297,2517566,"possession",352,81,,,"51","49",,,
1228298,2303363,"possession",352,20,,,"62","38",,,
1228298,2303442,"possession",352,40,,,"57","43",,,
1228298,2303543,"possession",352,65,,,"61","39",,,
1228298,2303620,"possession",352,89,,,"61","39",,,
1228299,2303942,"possession",352,22,,,"71","29",,,
1228299,2304191,"possession",352,45,,,"65","35",,,
1228299,2304561,"possession",352,67,,,"58","42",,,
1228299,2304883,"possession",352,90,,,"59","41",,,
1229306,2530594,"possession",352,24,,,"57","43",,,
1229306,2530688,"possession",352,68,,,"55","45",,,
1229306,2530735,"possession",352,90,,,"58","42",,,
1229307,2529515,"possession",352,23,,,"33","67",,,
1229307,2529849,"possession",352,45,"2",,"42","58",,,
1229307,2530163,"possession",352,68,,,"43","57",,,
1229307,2530518,"possession",352,90,"4",,"47","53",,,
1229308,2532385,"possession",352,20,,,"66","34",,,
1229308,2532484,"possession",352,43,,,"58","42",,,
1229308,2532616,"possession",352,64,,,"52","48",,,
1229308,2532723,"possession",352,89,,,"48","52",,,
1229309,2529517,"possession",352,24,,,"57","43",,,
1229309,2529785,"possession",352,44,,,"58","42",,,
1229309,2530148,"possession",352,69,,,"60","40",,,
1229309,2530427,"possession",352,89,,,"58","42",,,
1229310,2529484,"possession",352,21,,,"63","37",,,
1229310,2529753,"possession",352,41,,,"68","32",,,
1229310,2530097,"possession",352,66,,,"59","41",,,
1229310,2530433,"possession",352,89,,,"58","42",,,
1229312,2529492,"possession",352,21,,,"48","52",,,
1229312,2529792,"possession",352,45,,,"42","58",,,
1229312,2530248,"possession",352,74,,,"48","52",,,
1229312,2530528,"possession",352,90,"5",,"51","49",,,
1229313,2532807,"possession",352,20,,,"33","67",,,
1229313,2532844,"possession",352,31,,,"31","69",,,
1229313,2532877,"possession",352,45,"1",,"33","67",,,
1229313,2532929,"possession",352,65,,,"31","69",,,
1229313,2532969,"possession",352,82,,,"40","60",,,
1229314,2529490,"possession",352,21,,,"42","58",,,
1229314,2529828,"possession",352,45,"2",,"39","61",,,
1229314,2530247,"possession",352,75,,,"48","52",,,
1229314,2530530,"possession",352,90,,,"39","61",,,
1229315,2529491,"possession",352,21,,,"54","46",,,
1229315,2529773,"possession",352,43,,,"52","48",,,
1229315,2530106,"possession",352,65,,,"56","44",,,
1229315,2530527,"possession",352,90,"6",,"56","44",,,
1229316,2528890,"possession",352,17,,,"44","56",,,
1229316,2528937,"possession",352,28,,,"52","48",,,
1229316,2528985,"possession",352,44,,,"45","55",,,
1229316,2529084,"possession",352,64,,,"41","59",,,
1229316,2529170,"possession",352,90,,,"46","54",,,
1229317,2539048,"possession",352,21,,,"66","34",,,
1229317,2539124,"possession",352,31,,,"51","49",,,
1229317,2539215,"possession",352,44,,,"60","40",,,
1229317,2539369,"possession",352,63,,,"60","40",,,
1229317,2539545,"possession",352,87,,,"57","43",,,
1229318,2539070,"possession",352,24,,,"48","52",,,
1229318,2539227,"possession",352,45,"1",,"57","43",,,
1229318,2539432,"possession",352,71,,,"61","39",,,
1229318,2539567,"possession",352,90,"1",,"63","37",,,
1229319,2536608,"possession",352,23,,,"53","47",,,
1229319,2536898,"possession",352,45,"2",,"64","36",,,
1229319,2537221,"possession",352,68,,,"68","32",,,
1229319,2537531,"possession",352,90,"4",,"67","33",,,
1229322,2539175,"possession",352,23,,,"47","53",,,
1229322,2539267,"possession",352,45,"1",,"48","52",,,
1229322,2539517,"possession",352,69,,,"40","60",,,
1229322,2539617,"possession",352,90,,,"55","45",,,
1229323,2537651,"possession",352,28,,,"43","57",,,
1229323,2537682,"possession",352,43,,,"47","53",,,
1229323,2537734,"possession",352,65,,,"49","51",,,
1229323,2537800,"possession",352,89,,,"47","53",,,
1229324,2536577,"possession",352,21,,,"74","26",,,
1229324,2536910,"possession",352,45,,,"68","32",,,
1229324,2537215,"possession",352,68,,,"65","35",,,
1229324,2537544,"possession",352,90,"6",,"66","34",,,
1229325,2536652,"possession",352,27,,,"47","53",,,
1229325,2536821,"possession",352,41,,,"53","47",,,
1229325,2537178,"possession",352,65,,,"64","36",,,
1229325,2537409,"possession",352,85,,,"61","39",,,
1229326,2535914,"possession",352,23,,,"45","55",,,
1229326,2536029,"possession",352,45,"2",,"52","48",,,
1229326,2536164,"possession",352,68,,,"51","49",,,
1229326,2536301,"possession",352,90,"5",,"47","53",,,
1229327,2536656,"possession",352,28,,,"56","44",,,
1229327,2536911,"possession",352,44,,,"58","42",,,
1229327,2537320,"possession",352,77,,,"54","46",,,
1229327,2537442,"possession",352,87,,,"55","45",,,
1229328,2536534,"possession",352,16,,,"58","42",,,
1229328,2536855,"possession",352,43,,,"51","49",,,
1229328,2537202,"possession",352,67,,,"47","53",,,
1229328,2537306,"possession",352,76,,,"47","53",,,
1229328,2537499,"possession",352,90,"2",,"50","50",,,
1229329,2550552,"possession",352,21,,,"44","56",,,
1229329,2550589,"possession",352,36,,,"39","61",,,
1229329,2550706,"possession",352,70,,,"42","58",,,
1229329,2550785,"possession",352,90,"2",,"45","55",,,
1229330,2548763,"possession",352,20,,,"48","52",,,
1229330,2549030,"possession",352,42,,,"49","51",,,
1229330,2549374,"possession",352,66,,,"55","45",,,
1229330,2549661,"possession",352,89,,,"54","46",,,
1229331,2548777,"possession",352,21,,,"56","44",,,
1229331,2549038,"possession",352,42,,,"59","41",,,
1229331,2549361,"possession",352,63,,,"58","42",,,
1229331,2549682,"possession",352,89,,,"57","43",,,
1229332,2548814,"possession",352,22,,,"56","44",,,
1229332,2549113,"possession",352,45,,,"65","35",,,
1229332,2549423,"possession",352,66,,,"55","45",,,
