match_id,id,subtype,event_incident_typefk,elapsed,elapsed_plus,del,goal_type,coordinates,player1,player2,team
489042,378998,"header",406,22,,,"n",,"37799","38807",10261
489042,379019,"shot",393,24,,,"n",,"24148","24154",10260
489043,375546,"shot",393,4,,,"n",,"26181","39297",9825
489044,378041,"distance",407,83,,,"n",,"30853","30889",8650
489045,376060,"shot",393,4,,,"n",,"23139","36394",8654
489045,376165,"shot",393,10,,,"n",,"23139","37277",8654
489045,376929,"volley",411,47,,,"n",,"127857","34466",8528
489046,378837,"header",406,47,,,"n",,"26165","23354",10252
489046,378981,,20,64,,,"p",,"40198",,8456
489046,379030,"shot",393,69,,,"n",,"23264","24658",10252
489046,379074,"header",406,74,,,"n",,"23264","23782",10252
489046,379095,"shot",393,76,,,"n",,"23264","23782",10252
489046,379250,"shot",393,90,,,"n",,"46403","45431",8456
489047,376354,"distance",407,22,,,"n",,"30342","23916",8655
489047,376795,"direct_freekick",130,45,"2",,"n",,"24011",,8668
489047,377232,"header",406,65,,,"n",,"24160","24011",8668
489047,377255,"shot",393,67,,,"n",,"30646","24136",8655
489047,377671,"shot",393,90,"5",,"n",,"37764","23921",8655
489048,376536,"header",299,32,,,"dg",,"24166",,8549
489048,377347,"shot",393,71,,,"n",,"24166","35608",8549
489048,377556,"shot",393,86,,,"n",,"38491","33128",8549
489048,377648,,115,90,"3",,"o",,"38899",,8549
489049,376569,"distance",407,34,,,"n",,"26454","23933",8559
489049,376692,"header",406,41,,,"n",,"23934","23783",8559
489049,376818,"header",406,45,"2",,"n",,"34261","23931",8559
489049,377666,"header",406,90,"3",,"n",,"38755","23371",10194
489050,376153,"header",406,9,,,"n",,"34248","24843",9879
489050,376379,"distance",407,23,,,"n",,"39073","34430",8667
489050,377500,"shot",393,82,,,"n",,"23563","23034",8667
489051,378202,"shot",393,12,,,"n",,"30630","30699",8455
489051,378245,"header",406,26,,,"n",,"37804","30686",8455
489051,378318,,20,45,"2",,"p",,"30631",,8455
489051,378626,"distance",407,89,,,"n",,"30686","30367",8455
489132,463925,"shot",393,14,,,"n",,"30893","40945",10260
489132,464314,"shot",393,30,,,"n",,"30893","27430",10260
489133,463841,"distance",407,13,,,"n",,"23760","30818",8586
489133,464406,"header",406,37,,,"n",,"30616","30843",9825
489133,464813,"header",406,46,,,"n",,"38835","30843",9825
489133,465227,"shot",393,64,,,"n",,"30960","26181",9825
489133,465295,"shot",80,68,,,"n",,"23949",,8586
489133,465304,"shot",393,68,,,"n",,"30843","30960",9825
489133,465663,"shot",80,89,,,"n",,"30818",,8586
489133,465718,"shot",80,90,"4",,"n",,"30895",,8586
489134,464942,,20,53,,,"p",,"35608",,8549
489134,465709,"shot",393,90,"4",,"n",,"24393","42183",8549
489135,465700,"header",406,90,,,"n",,"39618","36012",8668
489136,463422,"shot",80,3,,,"n",,"30631",,8455
489136,464624,"shot",80,50,,,"n",,"37804",,8455
489136,465095,"shot",393,75,,,"n",,"30679","30911",8455
489137,465096,"header",406,73,,,"n",,"38755","25668",10194
489138,465392,,20,76,,,"p",,"30618",,8650
489139,463874,"shot",393,30,,,"n",,"24136","34947",8655
489139,464313,"shot",393,45,"2",,"n",,"30357","23282",10252
489139,464895,"shot",393,65,,,"n",,"23782","38807",10252
489139,465386,"shot",393,87,,,"n",,"23264","23354",10252
489139,465513,"direct_freekick",130,90,"4",,"n",,"30842",,8655
489140,462695,,20,10,,,"p",,"24205",,10261
489140,462869,"header",406,42,,,"n",,"37799","25518",10261
489140,462999,"shot",393,65,,,"n",,"27267","40055",8659
489141,463522,"shot",393,11,,,"n",,"31907","24781",9879
489141,464828,"shot",393,60,,,"n",,"31907","24843",9879
489142,466901,"shot",393,3,,,"n",,"30893","27430",10260
489142,467171,"header",406,23,,,"n",,"26143","23022",8667
489142,467264,"shot",393,29,,,"n",,"34944","27430",10260
489142,467429,"shot",298,40,,,"dg",,"30829",,10260
489142,467495,"header",406,44,,,"n",,"30893","40945",10260
489142,467857,"shot",393,57,,,"n",,"30865","30829",10260
489142,468051,"shot",80,69,,,"n",,"32577",,8667
489142,468239,,20,82,,,"p",,"39073",,8667
489143,468555,"shot",393,3,,,"n",,"37139","24635",8650
489143,468934,,115,69,,,"o",,"30617",,8650
489143,469035,"shot",393,90,"1",,"n",,"40755","23949",8586
489144,466744,"header",406,87,,,"n",,"30735","24006",8668
489145,467145,"shot",393,21,,,"n",,"24747","30734",8654
489145,468240,"direct_freekick",130,82,,,"n",,"38491",,8549
489146,473071,"distance",407,60,,,"n",,"37799","24205",10261
489146,473124,"shot",393,83,,,"n",,"37799","33852",10261
489147,471685,"shot",393,77,,,"n",,"23937","23932",8559
489147,471816,,115,88,,,"o",,"24211",,8456
489148,467018,,20,13,,,"p",,"34947",,8655
489148,467819,"shot",393,55,,,"n",,"32570","27267",8659
489148,467926,"distance",407,62,,,"n",,"27267","24664",8659
489148,468356,"distance",39,89,,,"n",,"38711",,8655
489149,467538,,20,45,,,"p",,"127857",,8528
489149,468290,"shot",393,82,,,"n",,"38820","30830",8462
489149,468417,"shot",393,90,"2",,"n",,"34466","25150",8528
489150,467013,"header",406,11,,,"n",,"38755","25668",10194
489150,468113,"header",406,73,,,"n",,"23333","25668",10194
489150,468415,"deflected",414,90,"4",,"n",,"31291","30613",9825
489151,467232,"loose_ball",391,27,,,"n",,"26564","30630",8455
489151,467268,"shot",393,30,,,"n",,"37804","26564",8455
489151,467547,"shot",393,45,"1",,"n",,"37804","30679",8455
489151,467740,"header",406,51,,,"n",,"30631","30630",8455
489151,467776,"shot",393,53,,,"n",,"37804","30679",8455
489152,477576,"shot",298,9,,,"dg",,"27430",,10260
489152,477652,"deflected",288,22,,,"n",,"26181",,9825
489152,477793,"distance",407,48,,,"n",,"26181","30613",9825
489152,478022,"shot",80,90,,,"n",,"38994",,10260
489153,479444,"shot",393,34,,,"n",,"24635","30618",8650
489153,479490,"shot",393,43,,,"n",,"24635","34222",8650
489153,479730,"shot",393,90,"3",,"n",,"37442","37139",8650
489154,478161,"shot",393,4,,,"n",,"33418","17866",8472
489154,478689,"distance",407,51,,,"n",,"40987","38820",8462
489154,479097,,20,90,"1",,"p",,"30348",,8462
489155,478875,"shot",393,63,,,"n",,"109898","24223",8654
489155,479073,"header",406,83,,,"n",,"33086","30735",8668
489155,479090,"deflected",414,85,,,"n",,"30735","25666",8668
489155,479102,"distance",407,87,,,"n",,"30735","30876",8668
489156,481521,"shot",80,34,,,"n",,"42183",,8549
489156,481560,"header",406,37,,,"n",,"23283","38807",10252
489156,482570,"shot",80,88,,,"n",,"42183",,8549
489157,481298,"loose_ball",391,16,,,"n",,"33974","30340",8456
489157,481496,"shot",393,29,,,"n",,"23949","31097",8586
489157,482195,"shot",393,64,,,"n",,"23949","30818",8586
489158,480697,"deflected",414,40,,,"n",,"37804","25925",8455
489158,481020,"shot",393,68,,,"n",,"37804","30631",8455
489159,482197,"shot",80,23,,,"n",,"31907",,9879
489159,482842,"shot",393,57,,,"n",,"24225","37799",10261
489159,482919,,20,66,,,"p",,"30338",,9879
489160,478703,"shot",393,50,,,"n",,"24372","23783",8559
489162,486869,"direct_freekick",130,4,,,"n",,"30893",,10260
489162,487579,"shot",393,45,"1",,"n",,"34944","30893",10260
489162,487739,"shot",393,49,,,"n",,"27430","38817",10260
489162,488357,"distance",407,84,,,"n",,"113836","111975",10260
489162,488443,"direct_freekick",130,89,,,"n",,"30893",,10260
489163,487147,"saved",159,20,,,"npm",,"23354",,10252
489163,488099,,115,70,,,"o",,"31291",,9825
489163,488254,"shot",393,80,,,"n",,"23264","43280",10252
489165,489911,"shot",393,8,,,"n",,"24393","30892",8549
489165,490636,"header",406,65,,,"n",,"24160","24011",8668
489166,486865,"distance",39,3,,,"n",,"24890",,8528
489166,488312,"loose_ball",131,80,,,"n",,"30619",,10261
489166,488436,"shot",393,87,,,"n",,"37799","29581",10261
489166,488465,"header",406,89,,,"n",,"24230","37684",8528
489167,487580,"header",406,45,"2",,"n",,"19020","23916",8655
489167,487745,"bicycle_kick",167,49,,,"n",,"30988",,8472
489167,488148,"shot",393,71,,,"n",,"33418","38802",8472
489168,487365,"deflected",288,33,,,"n",,"24020",,9879
489168,488094,"shot",393,70,,,"n",,"31907","24020",9879
489168,488278,"shot",393,81,,,"n",,"24157","23760",8586
489169,486531,"header",406,28,,,"n",,"37139","34222",8650
489169,486560,"header",299,45,"2",,"dg",,"23783",,8559
489169,486671,"header",406,73,,,"n",,"30618","30853",8650
489170,488694,"distance",39,34,,,"n",,"25925",,8455
489170,488701,"shot",393,38,,,"n",,"37804","30679",8455
489170,488714,"shot",393,45,"1",,"n",,"37804","31906",8455
489171,491389,"shot",80,14,,,"n",,"26143",,8667
489171,491660,"shot",80,37,,,"n",,"24213",,8456
489171,491749,"shot",393,45,,,"n",,"24213","33963",8456
489171,492075,"direct_freekick",130,60,,,"n",,"39073",,8667
489173,499914,"deflected",288,20,,,"n",,"30966",,8654
489174,498739,"shot",393,9,,,"n",,"40755","30895",8586
489176,495126,"header",406,8,,,"n",,"26454","24372",8559
489176,495174,"shot",393,10,,,"n",,"24372","26454",8559
489176,496486,"shot",393,77,,,"n",,"24167","24166",8549
489176,496502,"shot",393,78,,,"n",,"34261","35532",8559
489177,495831,"loose_ball",131,45,"2",,"n",,"24213",,8456
489177,496107,"shot",393,56,,,"n",,"33974","30367",8456
489177,496750,,20,90,"1",,"p",,"51553",,8456
489178,495329,"header",406,20,,,"n",,"30830","26108",8462
489178,496069,"header",406,54,,,"n",,"34275","26066",8667
489178,496258,"distance",39,63,,,"n",,"34036",,8462
489178,496682,,115,88,,,"o",,"24630",,8462
489179,496585,"header",406,84,,,"n",,"23314","35467",10194
489180,502113,"shot",393,51,,,"n",,"24841","35327",8528
489181,496096,"loose_ball",304,55,,,"dg",,"30630",,8455
489183,507018,"shot",393,11,,,"n",,"33418","38802",8472
489183,507106,"header",406,18,,,"n",,"24372","26454",8559
489183,507142,"shot",80,21,,,"n",,"23783",,8559
489183,507259,"shot",298,30,,,"dg",,"33418",,8472
489183,507390,"shot",393,39,,,"n",,"34261","23783",8559
489183,507734,"shot",393,55,,,"n",,"34261","23933",8559
489184,510671,"deflected",414,51,,,"n",,"36012","24011",8668
489186,508138,"shot",298,83,,,"dg",,"35608",,8549
489187,509706,"loose_ball",391,42,,,"n",,"30829","34944",10260
489188,510681,"header",406,49,,,"n",,"30830","34036",8462
489188,510747,"shot",393,53,,,"n",,"30348","38820",8462
489188,510896,"header",406,62,,,"n",,"23170","23916",8655
489188,510978,"distance",39,67,,,"n",,"23913",,8655
489188,511180,"loose_ball",131,79,,,"n",,"24653",,8462
489189,507510,"shot",393,45,"2",,"n",,"23352","34437",8667
489189,508038,,20,73,,,"p",,"38755",,10194
489190,507564,"shot",80,47,,,"n",,"27267",,8659
489190,507809,"shot",80,61,,,"n",,"24841",,8528
489190,508189,"header",406,87,,,"n",,"35472","24663",8528
489191,511061,,115,31,,,"o",,"30986",,9825
489191,511676,"shot",393,59,,,"n",,"30843","39297",9825
489191,511707,"shot",393,62,,,"n",,"30843","30960",9825
489192,517584,"shot",80,90,"1",,"n",,"30865",,10260
489193,515461,"shot",393,16,,,"n",,"30960","23678",9825
489194,521882,"header",406,68,,,"n",,"30354","30895",8586
489194,521942,"shot",393,90,,,"n",,"25421","46403",8586
489195,519636,"distance",407,1,,,"n",,"23283","38807",10252
489195,519982,"shot",393,30,,,"n",,"33086","24006",8668
489195,520414,"shot",80,54,,,"n",,"23354",,10252
489195,520786,"bicycle_kick",390,90,"3",,"n",,"33086","30876",8668
489195,520791,"shot",393,90,"4",,"n",,"23354","23264",10252
489196,515383,"shot",393,8,,,"n",,"30619","33852",10261
489196,515570,"shot",393,24,,,"n",,"30619","37799",10261
489196,516225,"shot",393,60,,,"n",,"23314","38755",10194
489196,516653,"shot",393,90,"1",,"n",,"40005","23253",10194
489197,516316,,71,69,,,"n",,"30889",,8650
489197,516482,"shot",393,79,,,"n",,"24800","37139",8650
489197,516551,"header",406,85,,,"n",,"30646","37764",8655
489197,516667,"distance",407,90,"5",,"n",,"30618","37920",8650
489198,514959,"header",406,6,,,"n",,"25342","30509",8456
489198,514999,"shot",393,27,,,"n",,"24843","24741",9879
489199,515390,"header",406,9,,,"n",,"37804","25925",8455
489199,515534,"bicycle_kick",390,21,,,"n",,"30686","30699",8455
489200,519492,"loose_ball",131,39,,,"n",,"24664",,8659
489200,519795,"distance",407,58,,,"n",,"30830","24653",8462
489201,516509,"shot",393,79,,,"n",,"42183","33754",8549
489201,516529,,115,82,,,"o",,"22978",,8549
489201,516571,,20,85,,,"p",,"23352",,8667
489202,526644,"header",406,12,,,"n",,"40132","23352",8667
489202,526804,,115,22,,,"o",,"30617",,8650
489202,526841,"shot",393,24,,,"n",,"30618","37139",8650
489202,526956,"shot",393,32,,,"n",,"30618","24800",8650
489203,526805,"header",406,22,,,"n",,"30988","17866",8472
489203,526830,"loose_ball",131,24,,,"n",,"30988",,8472
489203,527071,"header",406,40,,,"n",,"17866","38802",8472
489203,527336,,20,47,,,"p",,"33418",,8472
489204,528443,"shot",298,54,,,"dg",,"30893",,10260
489205,526708,,395,17,,,"n",,"34261","23934",8559
489205,526848,"shot",393,25,,,"n",,"23264","43280",10252
489205,527075,,115,40,,,"o",,"23934",,8559
489205,527657,"header",406,67,,,"n",,"23264","23354",10252
489205,527847,"shot",393,78,,,"n",,"23354","23264",10252
489205,527957,"header",406,86,,,"n",,"23934","26454",8559
489206,525965,"header",406,17,,,"n",,"30960","30613",9825
489206,526021,"header",406,29,,,"n",,"24753","42183",8549
489207,528068,"header",406,90,"2",,"n",,"30876","24006",8668
489208,529766,"shot",393,52,,,"n",,"30619","33852",10261
489208,529875,"shot",393,77,,,"n",,"37799","37475",10261
489208,529965,"shot",393,89,,,"n",,"40565","24225",10261
489210,526631,"shot",393,10,,,"n",,"34466","35327",8528
489210,526652,"shot",393,12,,,"n",,"35327","34987",8528
489210,527852,"shot",393,77,,,"n",,"25150","35327",8528
489211,530412,"shot",393,33,,,"n",,"33781","37169",8654
489211,530541,"shot",393,51,,,"n",,"37804","30631",8455
489212,551304,"shot",393,1,,,"n",,"30829","30893",10260
489213,537057,"shot",393,24,,,"n",,"30843","26181",9825
489213,537174,"volley",411,42,,,"n",,"24635","25984",8650
489214,534892,,115,78,,,"o",,"30687",,8654
489215,538430,"loose_ball",304,84,,,"dg",,"36012",,8668
489216,536546,"shot",393,12,,,"n",,"29581","24224",10261
489216,536706,"shot",80,29,,,"n",,"31097",,8586
489216,537204,"shot",393,90,,,"n",,"34574","30623",10261
489217,533678,,20,9,,,"p",,"34947",,8655
489217,533744,"loose_ball",131,18,,,"n",,"34176",,8655
489217,533827,"loose_ball",391,27,,,"n",,"34947","34176",8655
489218,533947,"loose_ball",391,41,,,"n",,"24843","24741",9879
489218,534100,,20,54,,,"p",,"30338",,9879
489218,534148,"shot",393,59,,,"n",,"30956","30338",9879
489219,533619,"shot",393,1,,,"n",,"24372","24336",8559
489219,533638,"shot",393,3,,,"n",,"23937","24372",8559
489219,533762,"header",406,20,,,"n",,"30830","38820",8462
489220,536437,"shot",393,69,,,"n",,"23788","24171",8659
489220,536483,,346,77,,,"dg",,"41073",,8659
489220,536567,,115,84,,,"o",,"36373",,8659
489220,536643,"header",406,90,"3",,"n",,"32570","31731",8659
489221,533696,"distance",407,10,,,"n",,"38802","24408",8472
489221,533761,"shot",80,19,,,"n",,"23025",,8667
489221,534247,"shot",298,73,,,"dg",,"26143",,8667
489221,534294,,115,78,,,"o",,"26066",,8667
489221,534347,"header",406,84,,,"n",,"30988","38802",8472
489221,534406,"shot",393,90,"1",,"n",,"33418","30954",8472
489222,539657,"shot",393,26,,,"n",,"37920","30618",8650
489222,539960,"shot",393,53,,,"n",,"24635","30618",8650
489222,540010,"shot",393,58,,,"n",,"24635","24800",8650
489224,539948,,346,47,,,"dg",,"30342",,8655
489226,540576,"shot",80,40,,,"n",,"39297",,9825
489226,540603,"shot",393,49,,,"n",,"27277","30935",9825
489226,540641,,20,64,,,"p",,"23782",,10252
489226,540721,"shot",393,90,"1",,"n",,"40128","23354",10252
489227,539458,"shot",298,10,,,"dg",,"36012",,8668
489227,539944,"loose_ball",131,51,,,"n",,"30876",,8668
489228,539529,"shot",393,15,,,"n",,"41622","24213",8456
489228,539677,"shot",393,27,,,"n",,"41622","24213",8456
489228,539690,"shot",393,28,,,"n",,"33974","24213",8456
489228,539760,"shot",393,36,,,"n",,"33974","30367",8456
489228,540286,"loose_ball",131,80,,,"n",,"23034",,8667
489228,540294,"shot",393,82,,,"n",,"24213","33974",8456
489229,538564,"shot",393,8,,,"n",,"40987","30830",8462
489229,538655,"shot",393,20,,,"n",,"109898","34543",8654
489229,538898,,181,45,"2",,"psm",,"30348",,8462
489229,539163,"shot",393,67,,,"n",,"34543","30966",8654
489229,539187,"shot",80,70,,,"n",,"33781",,8654
489229,539288,"shot",393,83,,,"n",,"33781","30734",8654
489230,539170,"shot",393,83,,,"n",,"38817","27430",10260
489231,539703,"direct_freekick",130,29,,,"n",,"24890",,8528
489231,540227,,20,73,,,"p",,"127857",,8528
489231,540401,,20,88,,,"p",,"40565",,10261
489232,538534,"header",406,3,,,"n",,"30822","30630",8455
489232,538904,"shot",393,45,"2",,"n",,"30631","38834",8455
489052,383158,"distance",407,70,,,"n",,"38491","24753",8549
489052,383417,,115,85,,,"o",,"24167",,8549
489052,383558,"distance",407,90,"5",,"n",,"30618","24635",8650
489053,382873,"shot",80,56,,,"n",,"30352",,8472
489053,383209,"loose_ball",391,74,,,"n",,"30818","31097",8586
489053,383352,"header",406,83,,,"n",,"33418","24410",8472
489054,383230,"header",406,72,,,"n",,"30619","23983",10261
489055,384884,"shot",80,65,,,"n",,"51553",,8456
489055,384913,"shot",393,71,,,"n",,"40198","24213",8456
489055,384941,"shot",393,76,,,"n",,"40198","24213",8456
489056,382458,"shot",393,39,,,"n",,"34176","23922",8655
489056,382486,"header",406,40,,,"n",,"23438","23034",8667
489057,383724,"volley",411,21,,,"n",,"26777","24843",9879
489058,383057,"header",299,64,,,"dg",,"109058",,8668
489058,383077,"shot",393,65,,,"n",,"24006","24011",8668
489058,383288,"header",406,76,,,"n",,"24160","33086",8668
489058,383474,,20,89,,,"p",,"32570",,8659
489059,385689,"shot",393,33,,,"n",,"24148","32569",10260
489060,382318,,20,29,,,"p",,"24435",,10194
489060,383048,"shot",393,63,,,"n",,"26165","23354",10252
489060,383370,"shot",393,81,,,"n",,"38755","24435",10194
489060,383408,"shot",393,84,,,"n",,"43280","26165",10252
489060,383562,"header",406,90,"5",,"n",,"23314","25668",10194
489061,383945,"direct_freekick",130,4,,,"n",,"30686",,8455
489233,543015,"loose_ball",131,69,,,"n",,"27430",,10260
489234,542310,"header",406,81,,,"n",,"38835","39297",9825
489235,541190,"header",406,4,,,"n",,"40005","33941",10194
489235,541928,"shot",393,51,,,"n",,"34543","24223",8654
489235,542433,"shot",393,87,,,"n",,"40611","34543",8654
489236,541311,"direct_freekick",130,10,,,"n",,"24011",,8668
489236,541534,"deflected",288,27,,,"n",,"24011",,8668
489236,542358,"shot",393,83,,,"n",,"46810","33086",8668
489237,541033,"shot",393,31,,,"n",,"30618","24800",8650
489237,541036,"shot",298,34,,,"dg",,"30619",,10261
489237,541042,"header",406,36,,,"n",,"24134","30618",8650
489237,541057,"header",406,45,"1",,"n",,"24234","40565",10261
489237,541066,"shot",80,50,,,"n",,"30915",,8650
489237,541088,"shot",393,66,,,"n",,"30618","95327",8650
489237,541106,,20,75,,,"p",,"30889",,8650
489237,541111,"shot",298,79,,,"dg",,"41175",,8650
489238,542660,"shot",393,45,"1",,"n",,"34947","34176",8655
489238,542766,"header",406,84,,,"n",,"34176","19020",8655
489238,542779,"volley",6,88,,,"n",,"51553",,8456
489238,542791,"shot",393,90,"4",,"n",,"33974","51553",8456
489239,541290,"shot",393,10,,,"n",,"30956","24020",9879
489239,541877,"shot",80,50,,,"n",,"30631",,8455
489239,542199,"direct_freekick",130,72,,,"n",,"30631",,8455
489239,542426,"header",406,89,,,"n",,"30956","30338",9879
489240,541802,,20,44,,,"p",,"127857",,8528
489241,542379,"header",406,83,,,"n",,"32570","25922",8659
489241,542530,"shot",393,90,"4",,"n",,"41073","24171",8659
489242,543288,,115,88,,,"o",,"26066",,8667
489243,549758,"header",406,45,"2",,"n",,"30865","27430",10260
489243,549874,"volley",411,63,,,"n",,"30829","32569",10260
489243,550023,"volley",411,87,,,"n",,"27430","30893",10260
489244,547484,"shot",393,84,,,"n",,"36410","30843",9825
489245,546485,"header",406,19,,,"n",,"24658","23782",10252
489245,546546,,115,41,,,"o",,"36373",,8659
489245,546584,"deflected",414,49,,,"n",,"24171","32570",8659
489246,546859,"header",406,18,,,"n",,"39618","24846",8668
489246,547095,"direct_freekick",130,45,"1",,"n",,"24011",,8668
489247,547093,"shot",393,45,,,"n",,"35608","30892",8549
489247,547447,"shot",393,82,,,"n",,"30988","43279",8472
489248,546862,"distance",407,19,,,"n",,"30619","37475",10261
489248,546952,"shot",393,29,,,"n",,"33781","24223",8654
489248,547205,"shot",393,55,,,"n",,"34543","26348",8654
489248,547423,"header",406,78,,,"n",,"47382","34574",10261
489249,609028,"shot",393,2,,,"n",,"30956","30338",9879
489249,609896,"shot",393,69,,,"n",,"23927","19020",8655
489249,610021,"shot",393,85,,,"n",,"34176","23916",8655
489250,579660,"shot",80,70,,,"n",,"34036",,8462
489250,579675,"header",406,75,,,"n",,"23953","34601",8462
489251,547766,"header",299,31,,,"dg",,"40695",,10194
489252,549272,"header",406,90,"1",,"n",,"111865","24890",8528
489253,556659,"distance",407,68,,,"n",,"30618","37920",8650
489253,556684,"header",406,87,,,"n",,"30876","24011",8668
489254,552166,"header",406,11,,,"n",,"24408","30954",8472
489254,552905,"header",406,60,,,"n",,"38807","23354",10252
489254,553193,,20,80,,,"p",,"23782",,10252
489255,555594,"shot",393,59,,,"n",,"23190","63520",8462
489255,555650,"shot",393,70,,,"n",,"30348","31097",8586
489256,554500,"shot",80,7,,,"n",,"27665",,8654
489256,554532,"distance",407,22,,,"n",,"24781","30338",9879
489256,554784,"shot",298,50,,,"dg",,"27665",,8654
489256,554852,,20,60,,,"p",,"37169",,8654
489256,554920,"shot",393,76,,,"n",,"34543","27665",8654
489257,552780,"distance",39,53,,,"n",,"30509",,8456
489258,552880,,20,61,,,"p",,"34947",,8655
489258,552964,"shot",393,66,,,"n",,"34176","23916",8655
489258,553254,"shot",393,86,,,"n",,"34176","23916",8655
489259,553297,"header",406,90,,,"n",,"27430","38817",10260
489260,552046,"deflected",288,4,,,"n",,"23257",,8659
489260,552842,"deflected",414,54,,,"n",,"40055","26494",8659
489260,553033,"shot",393,67,,,"n",,"40055","23257",8659
489261,553538,"header",406,29,,,"n",,"30960","30843",9825
489261,553705,"header",406,65,,,"n",,"26143","32577",8667
489261,553778,"shot",393,82,,,"n",,"26181","30843",9825
489261,553798,"shot",393,86,,,"n",,"36410","30843",9825
489262,552931,"shot",393,60,,,"n",,"25668","24001",10194
489262,553325,"header",406,88,,,"n",,"30456","49825",8455
489262,553385,"distance",39,90,"4",,"n",,"30631",,8455
489263,563086,"loose_ball",391,55,,,"n",,"30988","33418",8472
489264,562692,"shot",393,8,,,"n",,"30895","30348",8586
489264,562801,"shot",393,21,,,"n",,"30348","40755",8586
489264,562828,"header",406,25,,,"n",,"24531","31097",8586
489264,563200,"shot",393,57,,,"n",,"24001","24773",10194
489265,564268,"saved_back_into_play",348,22,,,"npm",,"37169",,8654
489265,564432,"shot",393,33,,,"n",,"27665","34543",8654
489265,564935,"loose_ball",391,51,,,"n",,"34543","27665",8654
489266,562951,"shot",393,22,,,"n",,"27430","34944",10260
489266,563093,"loose_ball",131,44,,,"n",,"38817",,10260
489266,563298,"shot",298,53,,,"dg",,"27430",,10260
489266,563381,"header",406,60,,,"n",,"30865","24154",10260
489266,563425,"shot",393,65,,,"n",,"30893","24154",10260
489266,563469,"shot",393,73,,,"n",,"30893","27430",10260
489267,562816,"shot",393,21,,,"n",,"34466","23264",10252
489268,564345,"shot",393,41,,,"n",,"24800","38818",8650
489268,565242,,20,83,,,"p",,"38491",,8528
489269,565106,"header",406,61,,,"n",,"30876","24846",8668
489269,565524,"shot",393,90,"2",,"n",,"30843","27277",9825
489270,563841,"shot",393,17,,,"n",,"30367","33974",8456
489270,565124,"shot",393,77,,,"n",,"33781","30509",8456
489270,565210,"shot",393,81,,,"n",,"47382","24234",10261
489271,564117,"shot",393,15,,,"n",,"24372","37496",8559
489271,564444,"shot",393,35,,,"n",,"23934","26454",8559
489271,565222,"shot",393,66,,,"n",,"24136","34947",8655
489271,565287,"saved",159,70,,,"npm",,"34947",,8655
489271,565489,"shot",393,87,,,"n",,"34947","34176",8655
489272,564791,"shot",80,58,,,"n",,"31906",,8455
489272,565226,"header",406,80,,,"n",,"31906","30631",8455
489273,568092,,20,44,,,"p",,"30893",,10260
489275,570580,"header",406,89,,,"n",,"30853","34222",8650
489275,570628,"shot",393,90,"4",,"n",,"30853","24800",8650
489278,569158,"loose_ball",131,32,,,"n",,"33418",,8472
489278,569451,,20,69,,,"p",,"24225",,10261
489278,569513,"shot",298,80,,,"dg",,"47382",,10261
489279,566351,"shot",393,14,,,"n",,"31907","30956",9879
489279,567412,"shot",393,71,,,"n",,"26461","24020",9879
489279,567554,"shot",393,80,,,"n",,"26461","24020",9879
489279,567595,"header",406,84,,,"n",,"23190","34601",8462
489280,566606,"header",406,31,,,"n",,"26244","155384",8559
489280,567331,"shot",393,64,,,"n",,"23934","23783",8559
489280,567465,"shot",393,73,,,"n",,"23949","38836",8586
489280,567494,"shot",393,75,,,"n",,"23949","97988",8586
489280,567664,"header",406,87,,,"n",,"23934","24372",8559
489281,566863,"shot",393,44,,,"n",,"32577","23023",8667
489281,567125,"shot",393,53,,,"n",,"98058","24171",8659
489281,567421,"header",406,69,,,"n",,"23034","32577",8667
489281,567473,,20,73,,,"p",,"23257",,8659
489282,565907,"header",406,45,"5",,"n",,"24001","24773",10194
489283,574097,"header",406,78,,,"n",,"30988","17866",8472
489283,574283,"shot",393,90,"5",,"n",,"43279","30988",8472
489284,575659,"shot",298,14,,,"dg",,"30935",,9825
489285,576782,"shot",298,22,,,"dg",,"27430",,10260
489285,577127,"shot",393,62,,,"n",,"24154","30373",10260
489286,573298,,20,40,,,"p",,"24011",,8668
489286,573539,"shot",393,49,,,"n",,"40792","30371",8668
489286,574252,,20,90,"3",,"p",,"40792",,8668
489287,572437,"shot",393,51,,,"n",,"33781","30598",8456
489288,572870,"header",299,17,,,"dg",,"34947",,8655
489288,573058,"shot",393,27,,,"n",,"38807","23782",10252
489288,573310,"shot",298,42,,,"dg",,"23264",,10252
489288,574197,"deflected",288,90,"1",,"n",,"23264",,10252
489289,572674,"shot",393,2,,,"n",,"34574","24225",10261
489289,572724,"shot",393,4,,,"n",,"26494","38433",8659
489289,572783,"shot",80,9,,,"n",,"36412",,10261
489289,573333,"header",406,40,,,"n",,"24228","24890",10261
489289,573989,"shot",393,73,,,"n",,"26494","26553",8659
489290,574765,"shot",393,62,,,"n",,"23190","30830",8462
489290,574788,"shot",393,69,,,"n",,"34222","30889",8650
489290,574814,,346,76,,,"dg",,"37139",,8650
489290,574823,"header",406,78,,,"n",,"23953","40987",8462
489290,574851,"shot",393,85,,,"n",,"37139","30853",8650
489290,574887,"header",406,90,"2",,"n",,"30853","24800",8650
489293,586540,"shot",393,23,,,"n",,"30829","40945",10260
489293,586562,"shot",393,32,,,"n",,"30646","37764",8655
489293,586616,"header",299,45,,,"dg",,"43248",,10260
489293,586722,"direct_freekick",130,60,,,"n",,"30893",,10260
489295,588500,,115,51,,,"o",,"37442",,8650
