match_id,id,subtype,event_incident_typefk,elapsed,elapsed_plus,del,goal_type,card_type,player1,team
489042,379481,"serious_fouls",73,78,,,,"y","24157",10260
489042,379503,"serious_fouls",73,82,,,,"y","30362",10260
489042,379547,,70,90,,,,"y","30829",10260
489044,377978,"serious_fouls",73,56,,,,"y","37442",8650
489044,378060,"stall_time",25,90,,,,"y","46621",8650
489045,376643,"serious_fouls",73,39,,,,"y","24223",8654
489045,376951,"shirt_pull",77,49,,,,"y","37277",8654
489045,377290,,70,68,,,,"y","97988",8528
489046,378719,"serious_fouls",73,34,,,,"y","23939",8456
489047,376743,"serious_fouls",73,45,,,,"y","24136",8655
489047,377153,"serious_fouls",73,59,,,,"y","37764",8655
489047,377390,"serious_fouls",73,75,,,,"y","24004",8668
489047,377658,"serious_fouls",73,90,"4",,,"y","24160",8668
489048,377167,"serious_fouls",73,61,,,,"y","30818",8586
489048,377410,"serious_fouls",73,76,,,,"y","23760",8586
489048,377638,"serious_fouls",73,90,"2",,,"y","33128",8549
489049,377199,"serious_fouls",73,62,,,,"y","26454",8559
489049,377231,"serious_fouls",73,64,,,,"y","23333",10194
489049,377656,"serious_fouls",73,90,"3",,,"y","24435",10194
489050,376480,"shirt_pull",77,29,,,,"y","34430",8667
489050,376737,"serious_fouls",73,44,,,,"y","23022",8667
489050,377613,"serious_fouls",73,90,,,,"y","23034",8667
489051,378320,"verbal_abuse",79,45,"1",,,"y","36286",8462
489132,464128,"serious_fouls",73,23,,,,"y","32569",10260
489132,465307,"serious_fouls",73,65,,,,"y","109898",8654
489132,465608,"serious_fouls",73,81,,,,"y","24751",8654
489133,465001,"serious_fouls",73,54,,,,"y","40006",8586
489133,465064,"serious_fouls",73,57,,,,"y","23760",8586
489133,465103,"serious_fouls",73,59,,,,"y","24656",8586
489133,465612,,70,85,,,,"y","30818",8586
489133,465689,,70,90,"1",,,"y","27277",9825
489134,464256,"serious_fouls",73,31,,,,"y","39027",8456
489134,464500,"verbal_abuse",79,45,,,,"y","24213",8456
489134,465409,"hands",129,74,,,,"y","24393",8549
489134,465592,"verbal_abuse",79,84,,,,"y","33974",8456
489135,464035,"serious_fouls",73,19,,,,"y","33086",8668
489135,464482,"serious_fouls",73,41,,,,"y","23785",8559
489135,465707,,70,90,"1",,,"y","39618",8668
489136,463518,,70,11,,,,"y","30630",8455
489136,464731,,70,58,,,,"y","30686",8455
489137,463847,"shirt_pull",77,29,,,,"y","40005",10194
489137,464657,"serious_fouls",73,51,,,,"y","24133",10194
489137,465031,"serious_fouls",73,70,,,,"y","38802",8472
489138,464814,"serious_fouls",73,49,,,,"y","23988",8462
489138,465402,"hands",129,75,,,,"y","25517",8462
489138,465733,,70,75,,,,"y","40987",8462
489139,465181,"serious_fouls",73,78,,,,"y","19020",8655
489140,462694,,70,9,,,,"y","42594",8659
489140,462990,"shirt_pull",77,62,,,,"y","24728",8659
489140,463002,,70,67,,,,"y","32570",8659
489140,463080,"verbal_abuse",79,90,"3",,,"y","23788",8659
489141,464011,"serious_fouls",73,35,,,,"y","38816",8528
489141,465198,"serious_fouls",73,76,,,,"y","25150",8528
489142,467149,"serious_fouls",73,20,,,,"y","34275",8667
489142,468288,"serious_fouls",73,85,,,,"y","30829",10260
489142,468295,"serious_fouls",73,86,,,,"y","32577",8667
489142,468301,"serious_fouls",73,86,,,,"y","38817",10260
489143,468753,"serious_fouls",73,45,"1",,,"y","30618",8650
489143,468922,,70,67,,,,"y","30617",8650
489143,468962,,70,75,,,,"y","30354",8586
489145,467080,"serious_fouls",73,17,,,,"y","24166",8549
489145,467297,,70,33,,,,"y","24163",8549
489145,467395,"serious_fouls",73,40,,,,"y","30687",8654
489145,467880,"serious_fouls",73,61,,,,"y","109898",8654
489145,467947,"shirt_pull",77,65,,,,"y","35544",8549
489145,468184,"serious_fouls",73,80,,,,"y","30734",8654
489145,468326,"serious_fouls",73,90,,,,"y","33781",8654
489146,472931,"kicked_ball_away",78,9,,,,"y","25518",10261
489146,472958,"serious_fouls",73,22,,,,"y","23782",10252
489146,472998,"pushing",325,37,,,,"y","30357",10252
489146,473052,"serious_fouls",73,53,,,,"y","24205",10261
489146,473092,"serious_fouls",73,71,,,,"y","24225",10261
489146,473101,"verbal_abuse",79,57,,,,"y","37799",10261
489146,473107,"serious_fouls",73,77,,,,"y","23283",10252
489147,471045,"serious_fouls",73,32,,,,"y","30509",8456
489147,471490,"stall_time",25,58,,,,"y","23932",8559
489148,467115,"serious_fouls",73,19,,,,"y","34947",8655
489148,467348,"hands",202,36,,,,"y2","34947",8655
489148,467413,"verbal_abuse",79,40,,,,"y","42594",8659
489148,468026,"serious_fouls",73,68,,,,"y","31731",8659
489148,468204,"serious_fouls",73,79,,,,"y","38433",8659
489148,468394,"serious_fouls",73,90,"2",,,"y","35506",8655
489149,467119,"serious_fouls",73,18,,,,"y","25150",8528
489149,467342,"serious_fouls",73,35,,,,"y","24230",8528
489149,467752,"serious_fouls",73,49,,,,"y","111865",8528
489150,467421,,70,40,,,,"y","30960",9825
489150,467959,,70,64,,,,"y","35467",10194
489150,468032,"serious_fouls",73,68,,,,"y","23314",10194
489150,468170,"serious_fouls",63,77,,,,"r","30843",9825
489150,468375,"serious_fouls",73,90,"1",,,"y","25668",10194
489150,468428,"violence",176,90,"8",,,"y","30613",9825
489150,468429,"violence",176,90,"8",,,"y","23072",10194
489151,467422,"serious_fouls",73,39,,,,"y","24655",8472
489152,477674,"serious_fouls",73,27,,,,"y","38835",9825
489152,477735,,70,38,,,,"y","32569",10260
489152,477743,"shirt_pull",77,40,,,,"y","26111",9825
489152,477805,"serious_fouls",73,51,,,,"y","31291",9825
489152,477905,"serious_fouls",73,66,,,,"y","34944",10260
489153,479390,"serious_fouls",73,18,,,,"y","26527",8659
489153,479646,"serious_fouls",73,67,,,,"y","37442",8650
489153,479709,"serious_fouls",73,88,,,,"y","38818",8650
489154,479006,"shirt_pull",77,82,,,,"y","24408",8472
489154,479043,"serious_fouls",73,85,,,,"y","23988",8462
489154,479079,"serious_fouls",73,89,,,,"y","24411",8472
489155,478932,"pushing",325,69,,,,"y","33086",8668
489155,479051,"pushing",325,81,,,,"y","24773",8654
489156,482243,"serious_fouls",73,71,,,,"y","38807",10252
489156,482280,"serious_fouls",73,73,,,,"y","24753",8549
489156,482315,"serious_fouls",73,75,,,,"y","23354",10252
489156,482596,"serious_fouls",73,89,,,,"y","35544",8549
489157,481324,"serious_fouls",73,18,,,,"y","42119",8456
489157,481453,"serious_fouls",177,26,,,,"y2","42119",8456
489157,481904,"verbal_abuse",79,48,,,,"y","34182",8586
489157,482128,"shirt_pull",77,61,,,,"y","30354",8586
489157,482534,"serious_fouls",63,83,,,,"r","24211",8456
489157,482639,"serious_fouls",63,89,,,,"r","40006",8586
489158,481012,,70,61,,,,"y","24136",8655
489158,481189,,70,81,,,,"y","49571",8655
489158,481265,"serious_fouls",73,86,,,,"y","30679",8455
489159,482557,"serious_fouls",73,43,,,,"y","26777",9879
489159,482909,"serious_fouls",73,66,,,,"y","30929",10261
489159,483058,"hands",129,79,,,,"y","30338",9879
489159,483197,"serious_fouls",73,88,,,,"y","25518",10261
489160,478386,,70,25,,,,"y","23022",8667
489160,478521,"serious_fouls",73,41,,,,"y","35532",8559
489160,478907,,70,69,,,,"y","23937",8559
489161,477586,"serious_fouls",73,10,,,,"y","40695",10194
489161,477887,"serious_fouls",73,62,,,,"y","38755",10194
489161,477943,"serious_fouls",73,74,,,,"y","24230",8528
489161,477994,,70,85,,,,"y","23072",10194
489162,487534,"serious_fouls",73,43,,,,"y","38755",10194
489162,487713,,70,47,,,,"y","25668",10194
489162,488024,,70,62,,,,"y","32569",10260
489163,486980,"serious_fouls",73,10,,,,"y","39297",9825
489163,487124,"serious_fouls",73,19,,,,"y","30613",9825
489163,487549,"stall_time",25,44,,,,"y","30380",10252
489163,487806,"serious_fouls",73,55,,,,"y","23782",10252
489163,488271,,70,81,,,,"y","23264",10252
489163,488423,"serious_fouls",73,90,,,,"y","23283",10252
489164,487477,"serious_fouls",73,39,,,,"y","24630",8462
489165,490634,"serious_fouls",73,65,,,,"y","33128",8549
489165,490657,"serious_fouls",73,69,,,,"y","24167",8549
489166,487078,"serious_fouls",73,16,,,,"y","35472",8528
489166,487773,"serious_fouls",73,50,,,,"y","25518",10261
489166,487802,"serious_fouls",73,50,,,,"y","24230",8528
489166,487861,,26,54,,,,"y2","35472",8528
489166,487924,"serious_fouls",73,57,,,,"y","97988",8528
489167,487302,,70,25,,,,"y","24655",8472
489167,487361,,70,33,,,,"y","24136",8655
489167,487463,"hands",129,39,,,,"y","24408",8472
489167,487475,,70,29,,,,"y","24740",8472
489167,487844,,70,54,,,,"y","35506",8655
489167,487982,,70,54,,,,"y","30988",8472
489167,488130,,70,70,,,,"y","23889",8655
489168,487092,"hands",129,16,,,,"y","24741",9879
489169,486618,"verbal_abuse",79,62,,,,"y","23933",8559
489169,486785,,70,86,,,,"y","30617",8650
489170,488727,"serious_fouls",73,52,,,,"y","30627",8455
489170,488742,"serious_fouls",73,57,,,,"y","25925",8455
489170,488803,"serious_fouls",73,78,,,,"y","31306",8455
489171,491357,"serious_fouls",73,11,,,,"y","23939",8456
489171,491517,"serious_fouls",73,25,,,,"y","40132",8667
489171,492357,"stall_time",25,83,,,,"y","30367",8456
489171,492363,"stall_time",25,84,,,,"y","24213",8456
489171,492402,"serious_fouls",73,88,,,,"y","34437",8667
489173,499904,"serious_fouls",73,19,,,,"y","17866",8472
489173,499938,"shirt_pull",77,22,,,,"y","36786",8472
489173,500005,"serious_fouls",73,28,,,,"y","33049",8654
489174,498829,"serious_fouls",73,27,,,,"y","25667",8655
489174,498907,"serious_fouls",177,39,,,,"y2","25667",8655
489174,498989,"diving",163,45,"2",,,"y","23760",8586
489174,499318,"serious_fouls",73,69,,,,"y","37764",8655
489174,499462,"violence",176,88,,,,"y","30818",8586
489174,499464,"violence",176,88,,,,"y","38711",8655
489175,497621,"serious_fouls",73,77,,,,"y","24658",10252
489176,495145,,70,7,,,,"y","24167",8549
489176,495353,"serious_fouls",73,22,,,,"y","33128",8549
489176,495996,,70,52,,,,"y","35532",8559
489176,496211,"shirt_pull",77,63,,,,"y","23783",8559
489176,496292,"shirt_pull",77,67,,,,"y","23785",8559
489176,496357,,70,70,,,,"y","23933",8559
489176,496576,"serious_fouls",73,84,,,,"y","23784",8559
489177,496664,"serious_fouls",73,87,,,,"y","23678",9825
489178,496630,"shirt_pull",77,85,,,,"y","25517",8462
489178,496650,"serious_fouls",73,86,,,,"y","23605",8667
489178,496805,"verbal_abuse",79,90,"5",,,"y","24653",8462
489179,496670,"serious_fouls",73,88,,,,"y","23275",10194
489181,496016,"serious_fouls",73,49,,,,"y","33852",10261
489181,496678,"serious_fouls",73,86,,,,"y","40565",10261
489182,513147,,70,19,,,,"y","24747",8654
489182,513246,"emergency_brake",203,54,,,,"y","30889",8650
489183,507138,,70,21,,,,"y","30352",8472
489183,507439,"serious_fouls",73,42,,,,"y","24446",8472
489183,507882,"serious_fouls",73,64,,,,"y","36786",8472
489183,508257,"verbal_abuse",79,88,,,,"y","38836",8472
489184,510361,"serious_fouls",73,32,,,,"y","40006",8586
489184,510682,,70,51,,,,"y","36012",8668
489184,510895,"shirt_pull",77,64,,,,"y","39618",8668
489184,511093,"verbal_abuse",79,77,,,,"y","30876",8668
489185,506886,"serious_fouls",73,3,,,,"y","30956",9879
489185,508137,"serious_fouls",73,84,,,,"y","37266",9879
489186,507929,"serious_fouls",73,68,,,,"y","35544",8549
489186,508120,,70,81,,,,"y","26209",10261
489187,509581,"kicked_ball_away",78,21,,,,"y","38994",10260
489187,509640,"serious_fouls",73,33,,,,"y","24148",10260
489187,509693,"kicked_ball_away",78,41,,,,"y","24213",8456
489187,509741,"serious_fouls",73,45,"1",,,"y","30340",8456
489187,509927,"serious_fouls",73,59,,,,"y","30893",10260
489187,509945,,70,66,,,,"y","32569",10260
489187,509952,"hands",202,68,,,,"y2","30893",10260
489187,510148,"serious_fouls",73,85,,,,"y","34944",10260
489188,510494,"serious_fouls",73,42,,,,"y","37764",8655
489189,507498,,70,45,"1",,,"y","23605",8667
489189,507505,,70,45,"2",,,"y","40574",10194
489189,508051,,70,72,,,,"y","23021",8667
489189,508177,"serious_fouls",73,83,,,,"y","24133",10194
489189,508269,,70,88,,,,"y","26066",8667
489190,507584,"stall_time",25,48,,,,"y","27267",8659
489190,508164,"verbal_abuse",79,86,,,,"y","24664",8659
489191,511694,"serious_fouls",73,61,,,,"y","30627",8455
489191,511957,"serious_fouls",73,85,,,,"y","31306",8455
489192,517592,"serious_fouls",73,90,"2",,,"y","30829",10260
489193,515574,"serious_fouls",73,26,,,,"y","97988",8528
489193,516268,"serious_fouls",73,63,,,,"y","111865",8528
489193,516545,"serious_fouls",73,83,,,,"y","30843",9825
489194,521913,"serious_fouls",73,78,,,,"y","30966",8654
489194,521946,"serious_fouls",73,90,"1",,,"y","37169",8654
489195,519993,"serious_fouls",73,31,,,,"y","30357",10252
489195,520213,"serious_fouls",73,45,"1",,,"y","39618",8668
489195,520788,,70,90,"4",,,"y","33086",8668
489196,516562,"serious_fouls",73,84,,,,"y","40574",10194
489197,515506,"hands",129,19,,,,"y","30915",8650
489197,515820,"serious_fouls",73,43,,,,"y","38711",8655
489197,516145,"serious_fouls",73,59,,,,"y","37442",8650
489197,516175,"serious_fouls",73,60,,,,"y","24136",8655
489198,515080,"serious_fouls",73,61,,,,"y","37266",9879
489198,515109,"serious_fouls",73,74,,,,"y","24213",8456
489198,515178,"serious_fouls",73,90,"1",,,"y","24843",9879
489199,515497,"serious_fouls",73,18,,,,"y","23934",8559
489199,516301,"shirt_pull",77,65,,,,"y","24336",8559
489199,516543,"serious_fouls",73,82,,,,"y","30699",8455
489200,519524,,70,42,,,,"y","25517",8462
489200,519834,,70,60,,,,"y","26527",8659
489200,520271,"serious_fouls",73,90,"4",,,"y","34036",8462
489201,516160,"serious_fouls",73,57,,,,"y","23023",8667
489201,516455,"serious_fouls",73,75,,,,"y","42183",8549
489201,516608,"serious_fouls",63,84,,,,"r","24166",8549
489202,526851,"emergency_brake",203,25,,,,"y","40132",8667
489202,527227,"serious_fouls",73,45,"3",,,"y","30595",8667
489202,527350,"serious_fouls",73,47,,,,"y","34437",8667
489202,527945,"serious_fouls",73,83,,,,"y","46621",8650
489202,528032,"serious_fouls",73,88,,,,"y","24134",8650
489202,528090,"emergency_brake",203,90,"3",,,"y","30889",8650
489203,527331,"verbal_abuse",79,47,,,,"y","36373",8659
489203,527473,"serious_fouls",73,55,,,,"y","24728",8659
489203,527754,"verbal_abuse",79,73,,,,"y","24740",8472
489204,528454,"serious_fouls",73,56,,,,"y","24656",8586
489204,528479,"serious_fouls",73,62,,,,"y","38994",10260
489205,526883,"serious_fouls",73,28,,,,"y","24336",8559
489206,526149,"serious_fouls",73,47,,,,"y","27277",9825
489207,528040,"serious_fouls",73,90,,,,"y","39618",8668
489208,529602,"serious_fouls",73,38,,,,"y","24216",8462
489208,529848,"shirt_pull",77,70,,,,"y","33852",10261
489208,529887,,70,78,,,,"y","36286",8462
489208,529937,"serious_fouls",73,85,,,,"y","24653",8462
489208,529956,"kicked_ball_away",78,88,,,,"y","30348",8462
489209,526637,"serious_fouls",73,11,,,,"y","38755",10194
489209,527171,"hands",129,44,,,,"y","24737",9879
489210,527618,"violence",176,64,,,,"y","24528",8528
489210,527908,"serious_fouls",73,81,,,,"y","23921",8655
489211,530335,"serious_fouls",73,21,,,,"y","32345",8455
489211,530417,"verbal_abuse",79,33,,,,"y","30699",8455
489211,530439,"serious_fouls",73,37,,,,"y","38834",8455
489211,530451,,70,40,,,,"y","34543",8654
489211,530491,"serious_fouls",73,45,"1",,,"y","33781",8654
489212,551678,"serious_fouls",73,49,,,,"y","24230",8528
489212,551706,"serious_fouls",73,52,,,,"y","25005",8528
489212,551723,,70,52,,,,"y","127857",8528
489213,537026,"serious_fouls",73,20,,,,"y","24635",8650
489213,537149,"serious_fouls",73,38,,,,"y","30960",9825
489213,537368,"serious_fouls",177,62,,,,"y2","30960",9825
489213,537394,"serious_fouls",73,66,,,,"y","30843",9825
489213,537427,"serious_fouls",73,70,,,,"y","26111",9825
489213,537453,"shirt_pull",77,72,,,,"y","30617",8650
489213,537518,"serious_fouls",73,81,,,,"y","95327",8650
489214,534842,"serious_fouls",73,67,,,,"y","30687",8654
489214,534865,"serious_fouls",73,72,,,,"y","38807",10252
489214,534967,"verbal_abuse",79,80,,,,"y","33781",8654
489215,538311,"serious_fouls",63,35,,,,"r","30627",8455
489215,538318,"verbal_abuse",79,42,,,,"y","30631",8455
489215,538328,"verbal_abuse",79,42,,,,"y","38834",8455
489215,538387,"verbal_abuse",79,67,,,,"y","30699",8455
489216,536533,"serious_fouls",73,10,,,,"y","37475",10261
489216,537013,"diving",163,62,,,,"y","24656",8586
489216,537179,"serious_fouls",73,87,,,,"y","31097",8586
489216,537191,"serious_fouls",73,89,,,,"y","33852",10261
489216,537238,,70,90,"1",,,"y","34574",10261
489217,533872,"serious_fouls",73,33,,,,"y","35636",10194
489217,534008,"serious_fouls",73,45,"4",,,"y","23072",10194
489218,534011,"serious_fouls",73,37,,,,"y","35544",8549
489218,534137,"hands",129,52,,,,"y","24162",8549
489219,534013,"serious_fouls",73,43,,,,"y","30348",8462
489219,534211,"verbal_abuse",79,67,,,,"y","26454",8559
489220,536353,"serious_fouls",73,51,,,,"y","24728",8659
489220,536611,"shirt_pull",77,89,,,,"y","24211",8456
489220,536719,,70,90,"3",,,"y","32570",8659
489221,533739,"shirt_pull",77,16,,,,"y","30595",8667
489221,534235,,70,71,,,,"y","30352",8472
489221,534274,"serious_fouls",73,76,,,,"y","34430",8667
489221,534356,,70,86,,,,"y","23352",8667
489221,534448,"serious_fouls",177,81,,,,"y2","34430",8667
489222,539843,"serious_fouls",73,44,,,,"y","23933",8559
489222,539905,"serious_fouls",73,46,,,,"y","26454",8559
489222,540003,"serious_fouls",73,56,,,,"y","25984",8650
489222,540256,"serious_fouls",73,80,,,,"y","23784",8559
489224,539628,"serious_fouls",73,23,,,,"y","37764",8655
489224,539720,"serious_fouls",73,31,,,,"y","34947",8655
489224,539952,"hands",129,47,,,,"y","19020",8655
489225,539255,"serious_fouls",73,79,,,,"y","24781",9879
489226,540537,"serious_fouls",73,24,,,,"y","23678",9825
489226,540569,"serious_fouls",73,36,,,,"y","30831",9825
489226,540605,,70,51,,,,"y","27277",9825
489226,540663,,70,72,,,,"y","23264",10252
489226,540674,"serious_fouls",73,77,,,,"y","30843",9825
489226,540675,,70,77,,,,"y","24780",10252
489226,540692,"verbal_abuse",79,82,,,,"y","38609",10252
489226,540726,"serious_fouls",73,90,"4",,,"y","23782",10252
489227,539684,"serious_fouls",73,29,,,,"y","39618",8668
489227,539846,"shirt_pull",77,45,,,,"y","35544",8549
489227,540113,,70,65,,,,"y","24163",8549
489227,540176,"diving",163,72,,,,"y","24159",8549
489227,540366,"pushing",325,88,,,,"y","24161",8549
489227,540387,"pushing",325,90,,,,"y","24162",8549
489228,539874,"serious_fouls",73,45,"1",,,"y","39073",8667
489228,540191,,70,72,,,,"y","23034",8667
489228,540219,"serious_fouls",73,72,,,,"y","26066",8667
489228,540237,,70,75,,,,"y","32577",8667
489229,538871,"serious_fouls",73,44,,,,"y","47418",8462
489229,538906,,70,45,"2",,,"y","37169",8654
489229,539149,"shirt_pull",77,65,,,,"y","30966",8654
489229,539305,"serious_fouls",73,86,,,,"y","24223",8654
489230,538554,"serious_fouls",73,21,,,,"y","23072",10194
489230,538593,"serious_fouls",73,26,,,,"y","43248",10260
489230,538604,"serious_fouls",73,28,,,,"y","23369",10194
489230,538742,"verbal_abuse",79,43,,,,"y","38755",10194
489230,539067,"serious_fouls",177,72,,,,"y2","23369",10194
489230,539200,"violence",176,87,,,,"y","30615",10260
489230,539203,"serious_fouls",73,87,,,,"y","23253",10194
489231,539747,,70,34,,,,"y","25150",8528
489231,539863,"verbal_abuse",79,44,,,,"y","97988",8528
489231,540222,"shirt_pull",269,72,,,,"r","26209",10261
489231,540241,,70,74,,,,"y","30360",10261
489231,540245,"verbal_abuse",79,75,,,,"y","34574",10261
489231,540474,"diving",163,90,"6",,,"y","47382",10261
489232,539212,"violence",176,74,,,,"y","30699",8455
489052,382236,"serious_fouls",73,26,,,,"y","37442",8650
489052,383316,"verbal_abuse",79,79,,,,"y","24635",8650
489052,383320,"stall_time",25,79,,,,"y","38491",8549
489053,382244,"diving",163,26,,,,"y","31921",8586
489053,382910,"serious_fouls",73,59,,,,"y","38802",8472
489053,382953,,70,57,,,,"y","30352",8472
489054,382262,"serious_fouls",73,28,,,,"y","23931",8559
489054,382452,"serious_fouls",73,39,,,,"y","23784",8559
489054,383044,"hands",129,62,,,,"y","24228",10261
489055,384550,"serious_fouls",73,24,,,,"y","30966",8654
489055,384613,"hands",129,34,,,,"y","37169",8654
489055,384633,,26,38,,,,"y2","37169",8654
489056,382550,"serious_fouls",73,44,,,,"y","23023",8667
489057,383869,"serious_fouls",73,72,,,,"y","30338",9879
489057,383913,"serious_fouls",73,88,,,,"y","31114",9879
489058,382444,"serious_fouls",73,38,,,,"y","24006",8668
489058,382602,"serious_fouls",73,45,"2",,,"y","37280",8659
489058,382607,"verbal_abuse",79,45,"2",,,"y","31731",8659
489058,383106,"serious_fouls",73,67,,,,"y","23257",8659
489059,385642,"serious_fouls",73,18,,,,"y","25517",8462
489059,385717,"serious_fouls",73,45,,,,"y","30362",10260
489059,385805,,70,81,,,,"y","30348",8462
489059,385833,"verbal_abuse",79,90,"3",,,"y","24148",10260
489060,382912,"serious_fouls",73,57,,,,"y","23288",10194
489061,383972,"shirt_pull",77,14,,,,"y","30627",8455
489061,384170,"serious_fouls",73,49,,,,"y","25150",8528
489061,384265,"serious_fouls",73,74,,,,"y","30911",8455
489233,542962,"serious_fouls",73,53,,,,"y","30802",10260
489233,543066,"serious_fouls",73,89,,,,"y","30373",10260
489234,541737,"serious_fouls",73,42,,,,"y","24373",8462
489235,541444,"serious_fouls",73,23,,,,"y","34543",8654
489235,541556,"serious_fouls",73,31,,,,"y","30734",8654
489235,541611,"serious_fouls",73,35,,,,"y","27665",8654
489235,541777,"serious_fouls",73,45,"1",,,"y","23333",10194
489235,541951,"violence",67,53,,,,"r","38755",10194
489235,542123,"stall_time",25,65,,,,"y","35467",10194
489235,542232,"verbal_abuse",79,73,,,,"y","40005",10194
489236,541519,"serious_fouls",73,26,,,,"y","38802",8472
489236,541948,"serious_fouls",73,53,,,,"y","36786",8472
489236,542134,,70,67,,,,"y","23268",8668
489236,542206,,70,72,,,,"y","24655",8472
489236,542231,"verbal_abuse",79,73,,,,"y","24411",8472
489237,541078,"serious_fouls",73,59,,,,"y","38818",8650
489237,541103,"serious_fouls",73,75,,,,"y","24228",10261
489237,541136,"kicked_ball_away",78,90,,,,"y","24224",10261
489238,542622,"serious_fouls",73,33,,,,"y","23913",8655
489238,542686,"serious_fouls",73,53,,,,"y","24213",8456
489238,542785,"stall_time",25,90,"1",,,"y","23921",8655
489239,542323,"hands",129,82,,,,"y","30822",8455
489239,542481,"verbal_abuse",79,90,"3",,,"y","25925",8455
489239,542795,,70,90,,,,"y","30956",9879
489240,541256,"serious_fouls",73,6,,,,"y","23933",8559
489240,541424,"verbal_abuse",79,19,,,,"y","24890",8528
489240,541555,"serious_fouls",73,28,,,,"y","26454",8559
489240,541579,"serious_fouls",73,29,,,,"y","97988",8528
489240,542351,"serious_fouls",73,80,,,,"y","25150",8528
489241,541317,"serious_fouls",73,14,,,,"y","24531",8586
489241,541506,"serious_fouls",73,28,,,,"y","24171",8659
489241,541608,"serious_fouls",63,35,,,,"r","40006",8586
489241,541755,"serious_fouls",73,45,,,,"y","23257",8659
489241,542051,"serious_fouls",73,59,,,,"y","31731",8659
489241,542430,"serious_fouls",73,88,,,,"y","30818",8586
489242,543135,"serious_fouls",73,26,,,,"y","26066",8667
489242,543190,"serious_fouls",73,50,,,,"y","23782",10252
489242,543216,"verbal_abuse",79,60,,,,"y","38609",10252
489243,549534,"serious_fouls",73,4,,,,"y","30631",8455
489243,549650,"serious_fouls",73,27,,,,"y","25925",8455
489243,549657,,70,28,,,,"y","30893",10260
489243,549658,,70,28,,,,"y","30911",8455
489243,549892,"serious_fouls",73,66,,,,"y","30829",10260
489243,549906,,70,68,,,,"y","30802",10260
489243,549981,"serious_fouls",73,81,,,,"y","30627",8455
489243,550015,,70,87,,,,"y","30456",8455
489244,547202,"serious_fouls",73,54,,,,"y","37996",8559
489244,547393,"verbal_abuse",79,74,,,,"y","23784",8559
489244,547451,"serious_fouls",73,80,,,,"y","30986",9825
489244,547573,"serious_fouls",73,90,"2",,,"y","75489",9825
489245,546655,"serious_fouls",73,74,,,,"y","43280",10252
489245,546695,"verbal_abuse",79,90,"1",,,"y","32570",8659
489246,547039,"serious_fouls",73,38,,,,"y","32577",8667
489246,547135,"serious_fouls",73,47,,,,"y","39618",8668
489246,547204,"serious_fouls",73,55,,,,"y","26066",8667
489246,547228,"serious_fouls",73,58,,,,"y","30876",8668
489246,547272,"shirt_pull",77,63,,,,"y","34430",8667
489246,547427,"serious_fouls",73,79,,,,"y","26143",8667
489246,547583,"serious_fouls",73,90,"4",,,"y","23034",8667
489247,546775,"serious_fouls",73,8,,,,"y","38802",8472
489247,547203,"serious_fouls",73,55,,,,"y","30352",8472
489247,547216,"serious_fouls",73,57,,,,"y","24446",8472
489247,547459,,70,83,,,,"y","30988",8472
489248,546896,"serious_fouls",73,23,,,,"y","40565",10261
489249,609478,,70,45,"2",,,"y","23927",8655
489249,609653,"shirt_pull",77,52,,,,"y","30338",9879
489250,579284,"serious_fouls",73,19,,,,"y","30598",8456
489250,579691,"serious_fouls",73,79,,,,"y","24213",8456
489250,579719,"violence",176,85,,,,"y","33781",8456
489250,579720,"violence",176,85,,,,"y","23953",8462
489251,547927,,70,64,,,,"y","30618",8650
489251,547934,"serious_fouls",73,66,,,,"y","24773",10194
489251,547988,"serious_fouls",73,77,,,,"y","95327",8650
489251,547990,"serious_fouls",73,83,,,,"y","23369",10194
489252,548825,"serious_fouls",73,33,,,,"y","31921",8586
489252,549140,,70,65,,,,"y","35327",8528
489252,549147,"serious_fouls",73,69,,,,"y","97988",8528
489252,549160,"serious_fouls",73,72,,,,"y","34182",8586
489252,549170,"serious_fouls",73,75,,,,"y","38697",8586
489252,549195,"serious_fouls",73,81,,,,"y","25005",8528
489253,556565,"serious_fouls",73,27,,,,"y","36012",8668
489253,556617,"serious_fouls",73,51,,,,"y","24011",8668
489254,552263,"serious_fouls",73,18,,,,"y","30357",10252
489254,552637,"serious_fouls",73,44,,,,"y","24446",8472
489254,552800,"serious_fouls",73,53,,,,"y","33418",8472
489254,553133,"verbal_abuse",79,72,,,,"y","23264",10252
489254,553211,"verbal_abuse",79,80,,,,"y","24527",8472
489254,553261,"serious_fouls",73,85,,,,"y","24655",8472
489255,555377,"serious_fouls",73,27,,,,"y","24653",8462
489255,555683,"serious_fouls",73,74,,,,"y","26108",8462
489256,554667,"serious_fouls",73,45,"1",,,"y","37266",9879
489256,554800,,70,52,,,,"y","24020",9879
489256,554810,"serious_fouls",73,53,,,,"y","30966",8654
489256,554850,"serious_fouls",73,58,,,,"y","24781",9879
489257,552464,"serious_fouls",73,34,,,,"y","25150",8528
489257,552569,"serious_fouls",73,41,,,,"y","24230",8528
489257,552796,"violence",67,54,,,,"r","24211",8456
489257,553044,,70,70,,,,"y","33974",8456
489257,553246,"serious_fouls",73,86,,,,"y","97988",8528
489257,553409,,70,90,"5",,,"y","34421",8528
489258,552900,"serious_fouls",73,61,,,,"y","24234",10261
489258,553097,"serious_fouls",73,73,,,,"y","30360",10261
